_id,id,name,start_neighborhood,end_neighborhood,year_built,year_rehab,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
131,1794040291,Calera St to Baldwin Rd Pedestrian Bridge,Hays,,1985,1985,,Hays,5,31,42003562900,3,31,4,4-20,40.38336383,-79.93336175
132,1530553272,Herr's Island Railroad Pedestrian Bridge,Troy Hill,,,,,,1,,42003240600,,,,1-1,40.46017181,-79.98187976
133,680694681,West Carson Street Bridge,Esplen,,1925,1978,https://tools.wprdc.org/images/pittsburgh/bridges/West_Carson_Street_Bridge.jpg,Esplen,2,20,42003562500,5,20,6,1-27,40.4648495,-80.05349677
134,1958627636,West Carson Street Canitlevered Sidewalk,Elliott,,,,,Elliott,2,20,42003562600,5,20,6,1-17,40.44949491,-80.03500425
135,862801435,Elizabeth Street Bridge,Hazelwood,,1940,1940,https://tools.wprdc.org/images/pittsburgh/bridges/Elizabeth_Street_Bridge.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.40692458,-79.94430256
136,1110273438,West End Circle Bridge,West End,,,,https://tools.wprdc.org/images/pittsburgh/bridges/West_End_Circle_Bridge.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44301592,-80.03076189
137,2065861344,West Ohio Street Bridge,Allegheny Center,Allegheny West,1903,2021,https://tools.wprdc.org/images/pittsburgh/bridges/West_Ohio_Street_Bridge.jpg,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45162656,-80.01067574
138,1455053898,Wilksboro Avenue Pedestrian Bridge - CLOSED,Brighton Heights,,1900,1933,,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48591809,-80.04535451
139,796441646,Wood Street Bridge,Central Business District,,1940,1981,https://tools.wprdc.org/images/pittsburgh/bridges/Wood_Street_Bridge.jpg,Central Business District,6,1,42003020100,6,1,2,1-4,40.43729206,-80.00274426
140,1178900529,MacFarren St Bridge,Swisshelm Park,Squirrel Hill South,2020,,https://tools.wprdc.org/images/pittsburgh/bridges/MacFarren_St_Bridge.jpg,Swisshelm Park,5,14,42003141400,3,14,4,2-12,40.4155257,-79.91633599
141,1806102340,Falls Ravine Trail Bridge,Squirrel Hill South,Regent Square,,,https://tools.wprdc.org/images/pittsburgh/bridges/Falls_Ravine_Trail_Bridge.png,Regent Square,5,14,42003141000,3,14,4,2-16,40.43253371,-79.89962384
174,67438686,Chartiers Park 1,Windgap,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Chartiers_Park_1.jpg,Windgap,2,28,42003563000,5,28,6,1-16,40.45694069,-80.07522388
175,912954902,Chartiers Park 2,Windgap,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Chartiers_Park_2.jpg,Windgap,2,28,42003563000,5,28,6,1-16,40.45744761,-80.07513646
207,1036251263,Broome St Pedestrian Bridge,Hays,,,,,Hays,5,31,42003562900,3,31,4,4-20,40.38829126,-79.93244304
208,1283127113,Centre Ave Over Crosstown Blvd,Central Business District,,,,,Central Business District,6,3,42003020100,6,3,2,2-4,40.44032203,-79.99307023
209,1914248226,Fort Pitt Blvd Commonwealth St to Wood St,Central Business District,,,,,Central Business District,6,1,42003020100,6,1,2,1-4,40.438117,-80.00535057
210,656617449,Frankie Mae Pace Park,Central Business District,,,,,Central Business District,6,2,42003020100,6,2,2,2-4,40.44084356,-79.99273467
211,160440158,Hillview St,Overbrook,,,,,Overbrook,4,32,42003320700,5,32,3,4-25,40.38192386,-79.99605661
212,376718430,Mon Wharf Switchback Pedestrian Bridge,Central Business District,,,,,Central Business District,6,1,42003020100,6,1,2,1-4,40.43604654,-80.00073147
213,194561465,North Shore Dr,North Shore,,,,,North Shore,1,22,42003981200,6,22,1,1-7,40.44507853,-80.01471847
214,1948002875,Parking Lot Bridge at Woodruff St,Mount Washington,,,,,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42558607,-80.0196472
215,80776488,Seventh Ave,Central Business District,,,,,Central Business District,6,2,42003020100,6,2,2,1-3,40.44192104,-79.99428751
240,202708027,Crosstown Blvd Pedestrian Bridge,Central Business District,,,,,Central Business District,6,3,42003020100,6,3,2,2-4,40.44017756,-79.9927651
